Horse trot, 24 minutes, E
Horse trot, 8 hours 22 minutes, W
Walk, 5 hours 15 minutes, NE
Horse trot, 3 hours 33 minutes, S
Elephant ride, 10 hours 19 minutes, SE
Horse trot, 58 minutes, NE
Walk, 3 hours 52 minutes, NW
Horse trot, 6 hours 1 minute, NW
Horse trot, 4 hours 20 minutes, NW
Horse trot, 20 minutes, N
Walk, 19 minutes, E
Horse trot, 10 hours 34 minutes, S
Horse trot, 3 hours 48 minutes, NE
Elephant ride, 34 minutes, NW
Elephant ride, 10 hours 20 minutes, S
Run, 6 hours 18 minutes, NE
Walk, 2 minutes, NE
Horse trot, 15 minutes, S
Horse trot, 14 minutes, NE
Horse trot, 36 minutes, E
Walk, 9 minutes, SE
Walk, 4 hours 5 minutes, NE
Walk, 6 hours 26 minutes, W
Run, 6 minutes, NW
Horse gallop, 2 hours 27 minutes, W
Walk, 6 hours 42 minutes, S
Horse gallop, 8 hours 9 minutes, N
Walk, 23 minutes, N
Walk, 2 hours 59 minutes, NE
Horse gallop, 2 hours 12 minutes, NE
Walk, 4 hours 2 minutes, E
Elephant ride, 2 hours 11 minutes, W
Horse trot, 58 minutes, NE
Walk, 5 hours 23 minutes, S
Horse trot, 2 hours 56 minutes, W
Elephant ride, 26 minutes, N
Horse trot, 3 minutes, N
Horse gallop, 2 hours 56 minutes, W
Walk, 33 minutes, E
Walk, 2 hours 16 minutes, NE
Horse gallop, 7 hours 55 minutes, S
Walk, 8 hours 30 minutes, S
Run, 20 minutes, S
Horse gallop, 36 minutes, N
Horse gallop, 21 minutes, NE
Walk, 2 hours 45 minutes, N
Elephant ride, 50 minutes, S
Horse gallop, 5 hours 29 minutes, E
Elephant ride, 8 hours 56 minutes, S
Run, 5 hours 48 minutes, N
Elephant ride, 2 hours 9 minutes, W
Elephant ride, 34 minutes, SW
Walk, 8 hours 5 minutes, NW
Horse gallop, 27 minutes, N
Run, 28 minutes, SW
Horse trot, 39 minutes, E
Horse trot, 13 minutes, NW
Horse trot, 9 hours 9 minutes, NW
Walk, 41 minutes, W
Horse gallop, 7 hours 38 minutes, W
Elephant ride, 3 hours 11 minutes, SW
Elephant ride, 49 minutes, SE
Run, 16 minutes, E
Horse trot, 8 hours 20 minutes, SW
Run, 2 hours 47 minutes, NE
Run, 19 minutes, E
Elephant ride, 17 minutes, N
Horse trot, 1 hour 10 minutes, E
Elephant ride, 36 minutes, E
Horse trot, 57 minutes, S
Horse gallop, 53 minutes, NW
Horse trot, 8 hours 40 minutes, SE
Walk, 33 minutes, W
Horse gallop, 5 hours 37 minutes, N
Run, 38 minutes, W
Run, 19 minutes, NE
Horse trot, 2 minutes, E
Run, 1 hour 4 minutes, SW
Horse gallop, 6 hours 2 minutes, S
Horse trot, 47 minutes, NE
Elephant ride, 6 hours 57 minutes, N
Horse gallop, 5 hours 33 minutes, W
Horse trot, 4 hours 54 minutes, S
Horse trot, 3 hours 48 minutes, NW
Run, 29 minutes, NE
Walk, 33 minutes, S
Elephant ride, 11 minutes, W
Run, 2 hours 51 minutes, E
Elephant ride, 46 minutes, NW
Run, 8 hours 29 minutes, W
Run, 6 minutes, S
Horse trot, 8 minutes, N
Walk, 51 minutes, S
Run, 24 minutes, SE
Run, 7 hours 51 minutes, SE
Run, 4 hours 21 minutes, SW
Elephant ride, 33 minutes, S
Horse gallop, 9 hours 11 minutes, SE
Horse trot, 44 minutes, SE
Horse trot, 12 minutes, S
Elephant ride, 10 hours 43 minutes, NW
Horse gallop, 1 hour 57 minutes, SW
Walk, 9 minutes, S
Horse trot, 7 hours 1 minute, N
Horse gallop, 3 hours 49 minutes, NW
Elephant ride, 3 hours 31 minutes, NW
Horse trot, 3 hours 10 minutes, SW
Walk, 7 hours 12 minutes, SE
Run, 3 hours 35 minutes, NW
Horse gallop, 34 minutes, W
Run, 31 minutes, SE
Walk, 8 hours 10 minutes, W
Walk, 52 minutes, SE
Walk, 7 hours 4 minutes, S
Elephant ride, 15 minutes, SW
Walk, 44 minutes, S
Horse gallop, 53 minutes, W
Horse trot, 30 minutes, W
Horse gallop, 2 minutes, W
Elephant ride, 54 minutes, SW
Elephant ride, 10 minutes, NE
Walk, 5 hours 7 minutes, W
Walk, 12 minutes, S
Elephant ride, 16 minutes, S
Walk, 4 hours 58 minutes, E
Horse gallop, 8 hours 10 minutes, N
Horse gallop, 9 hours 47 minutes, NE
Horse trot, 12 minutes, E
Walk, 27 minutes, NW
Walk, 12 minutes, W
Horse trot, 7 hours 23 minutes, S
Horse trot, 32 minutes, S
Horse gallop, 10 minutes, SE
Horse trot, 4 hours 13 minutes, NE
Run, 6 minutes, S
Run, 3 hours 20 minutes, NW
Horse trot, 7 hours 57 minutes, SW
Horse trot, 53 minutes, W
Walk, 41 minutes, SE
Horse gallop, 1 hour 46 minutes, NW
Walk, 23 minutes, E
Horse gallop, 38 minutes, N
Horse trot, 6 hours 47 minutes, N
Horse gallop, 2 hours 57 minutes, E
Horse gallop, 9 hours 29 minutes, W
Horse gallop, 3 hours 45 minutes, NE
Walk, 12 minutes, E
Horse trot, 1 hour 28 minutes, S
Horse gallop, 2 minutes, NW
Horse gallop, 7 hours 46 minutes, NW
Horse gallop, 11 minutes, N
Horse trot, 6 hours 59 minutes, SE
Walk, 19 minutes, N
Walk, 4 minutes, W
Elephant ride, 52 minutes, S
Horse gallop, 1 minute, N
Elephant ride, 10 hours 2 minutes, SE
Horse gallop, 12 minutes, E
Walk, 8 hours 11 minutes, W
Run, 7 hours 9 minutes, NW
Run, 55 minutes, SW
Elephant ride, 49 minutes, N
Horse trot, 1 hour 41 minutes, W
Horse trot, 53 minutes, S
Horse trot, 51 minutes, NW
Horse trot, 5 hours 14 minutes, W
Elephant ride, 4 hours 38 minutes, SW
Elephant ride, 1 hour 10 minutes, SW
Elephant ride, 9 hours 12 minutes, NW
Run, 31 minutes, S
Elephant ride, 30 minutes, N
Elephant ride, 7 hours 55 minutes, E
Elephant ride, 5 hours 56 minutes, SE
Elephant ride, 23 minutes, NW
Walk, 55 minutes, SW
Walk, 43 minutes, W
Horse gallop, 5 hours 1 minute, NE
Run, 5 minutes, S
Elephant ride, 51 minutes, N
Horse trot, 10 hours 38 minutes, NE
Elephant ride, 29 minutes, W
Walk, 55 minutes, SW
Walk, 2 hours 14 minutes, SW
Run, 9 hours 56 minutes, N
Horse gallop, 1 hour 31 minutes, SW
Horse gallop, 42 minutes, N
Walk, 18 minutes, S
Horse gallop, 14 minutes, SE
Horse gallop, 58 minutes, SE
Horse gallop, 3 hours 17 minutes, S
Horse trot, 34 minutes, NE
Run, 1 hour 24 minutes, SW
Horse gallop, 5 hours 19 minutes, SE
Run, 19 minutes, E
Run, 5 hours 49 minutes, NW
Horse trot, 5 hours 57 minutes, S
Run, 7 hours 35 minutes, SW
Elephant ride, 21 minutes, SW
Run, 32 minutes, N
Horse trot, 2 hours 28 minutes, NW
Elephant ride, 10 minutes, NE
Walk, 1 hour 41 minutes, S
Horse gallop, 10 hours 34 minutes, NW
Elephant ride, 1 hour 46 minutes, W
Horse trot, 26 minutes, N
Elephant ride, 10 hours 13 minutes, E
Elephant ride, 3 hours 28 minutes, SW
Run, 4 hours 39 minutes, SW
Horse gallop, 8 minutes, E
Elephant ride, 2 hours 42 minutes, S
Horse gallop, 13 minutes, SE
Horse trot, 56 minutes, E
Walk, 10 hours 31 minutes, W
Horse trot, 5 hours 42 minutes, W
Horse trot, 2 hours 56 minutes, W
Horse gallop, 7 hours 11 minutes, SE
Walk, 34 minutes, S
Walk, 52 minutes, E
Horse trot, 23 minutes, S
Elephant ride, 2 hours 35 minutes, SW
Run, 29 minutes, NE
Horse trot, 7 hours 33 minutes, S
Elephant ride, 1 minute, N
Run, 5 hours 37 minutes, NW
Walk, 38 minutes, W
Elephant ride, 8 hours 12 minutes, W
Horse trot, 6 hours 39 minutes, SE
Run, 8 hours 5 minutes, E
Horse gallop, 9 hours 53 minutes, E
Walk, 52 minutes, S
Run, 10 hours 20 minutes, SE
Walk, 34 minutes, SW
Elephant ride, 10 hours 17 minutes, S
Run, 17 minutes, N
Horse gallop, 1 hour 16 minutes, N
Horse gallop, 24 minutes, NW
Horse gallop, 2 hours 48 minutes, S
Horse gallop, 9 hours 5 minutes, SW
Elephant ride, 11 minutes, W
Walk, 16 minutes, W
Run, 17 minutes, S
Horse trot, 9 hours 29 minutes, E
Horse gallop, 22 minutes, N
Walk, 7 hours 3 minutes, E
Horse gallop, 49 minutes, SE
Walk, 9 hours 10 minutes, W
Horse gallop, 26 minutes, SE
Horse gallop, 4 hours 10 minutes, NE
Elephant ride, 42 minutes, W
Walk, 9 hours 45 minutes, N
Horse trot, 7 hours 21 minutes, S
Horse trot, 9 hours 22 minutes, NW
Horse gallop, 1 hour 32 minutes, E
Horse gallop, 45 minutes, S
Horse trot, 8 hours 14 minutes, NW
Elephant ride, 1 hour 26 minutes, W
Walk, 8 hours 56 minutes, E
Horse gallop, 5 minutes, SW
Horse trot, 35 minutes, SW
Horse gallop, 1 hour 55 minutes, W
Walk, 4 hours 42 minutes, NW
Horse gallop, 36 minutes, N
Elephant ride, 7 hours 4 minutes, NE
Run, 27 minutes, W
Walk, 3 hours 28 minutes, SE
Elephant ride, 5 hours 43 minutes, W
Horse trot, 2 minutes, W
Horse gallop, 13 minutes, S
Walk, 55 minutes, SW
Horse gallop, 7 hours, S
Elephant ride, 46 minutes, S
Walk, 6 hours 39 minutes, SW
Elephant ride, 2 minutes, SW
Horse gallop, 2 hours 33 minutes, NE
Elephant ride, 9 hours 33 minutes, W
Horse gallop, 4 hours 19 minutes, SE
Run, 10 hours 24 minutes, W
Run, 10 minutes, S
Horse gallop, 42 minutes, NE
Run, 16 minutes, SE
Elephant ride, 23 minutes, NE
Run, 33 minutes, NE
Elephant ride, 2 hours 8 minutes, W
Horse trot, 4 hours 31 minutes, E
Run, 9 minutes, S
Horse gallop, 50 minutes, S
Horse gallop, 31 minutes, E
Run, 11 minutes, E
Walk, 1 hour, SW
Walk, 55 minutes, S
Walk, 10 hours 1 minute, SW
Horse gallop, 45 minutes, SE
Horse trot, 46 minutes, SE
Elephant ride, 54 minutes, E
Walk, 3 hours 27 minutes, N
Horse trot, 39 minutes, NE
Elephant ride, 31 minutes, SE
Elephant ride, 7 minutes, NW
Horse gallop, 6 hours 6 minutes, NE
Walk, 7 hours 42 minutes, NE
Horse trot, 11 minutes, S
Horse trot, 50 minutes, N
Horse gallop, 10 hours 50 minutes, N
Horse trot, 6 minutes, W
Run, 4 minutes, NW
Run, 3 hours 40 minutes, SE
Horse gallop, 1 hour 27 minutes, N
Walk, 20 minutes, NE
Horse gallop, 7 hours 45 minutes, E
Run, 2 hours, NE
Horse gallop, 6 hours 36 minutes, NE
Run, 7 hours 6 minutes, SE
Walk, 57 minutes, W
Elephant ride, 8 hours 9 minutes, W
Horse trot, 52 minutes, N
Horse trot, 1 hour 58 minutes, W
Run, 6 minutes, E
Horse trot, 11 minutes, N
Elephant ride, 2 hours 44 minutes, W
Run, 7 minutes, N
Elephant ride, 39 minutes, W
Run, 3 hours 28 minutes, W
Horse trot, 3 hours 28 minutes, NE
Walk, 2 hours 31 minutes, S
Horse gallop, 7 hours 33 minutes, SW
Run, 16 minutes, NE
Walk, 7 hours 8 minutes, S
Horse gallop, 9 minutes, E
Horse trot, 10 hours 12 minutes, SW
Elephant ride, 6 hours 15 minutes, N
Elephant ride, 1 minute, SW
Elephant ride, 34 minutes, W
Horse gallop, 5 hours 49 minutes, N
Horse trot, 10 hours 54 minutes, NW
Elephant ride, 8 minutes, N
Walk, 8 hours 45 minutes, SE
Run, 1 hour 56 minutes, W
Horse trot, 9 hours 11 minutes, N
Horse gallop, 4 hours 23 minutes, W
Walk, 7 minutes, SW
Horse gallop, 25 minutes, W
Horse gallop, 9 hours 59 minutes, SW
Run, 6 hours 35 minutes, S
Elephant ride, 36 minutes, SE
Elephant ride, 20 minutes, N
Run, 52 minutes, SE
Run, 34 minutes, S
Horse gallop, 9 hours 25 minutes, N
Horse gallop, 9 hours 6 minutes, S
Run, 7 hours 28 minutes, S
Run, 30 minutes, E
Horse gallop, 8 hours 20 minutes, E
Horse gallop, 10 hours 57 minutes, S
Horse trot, 37 minutes, SW
Horse gallop, 9 hours 18 minutes, N
Horse trot, 4 minutes, E
Run, 5 hours 42 minutes, S
Horse gallop, 49 minutes, W
Elephant ride, 48 minutes, S
Walk, 10 hours 26 minutes, NE
Horse gallop, 2 hours 45 minutes, N
Run, 3 hours 21 minutes, NE
Horse gallop, 1 minute, SE
Horse gallop, 8 hours 3 minutes, N
Horse trot, 4 hours 53 minutes, SW
Run, 6 hours 10 minutes, SE
Run, 7 hours 11 minutes, N
Horse trot, 2 hours 54 minutes, SW
Elephant ride, 27 minutes, NE
Walk, 8 minutes, NW
Horse trot, 10 hours 14 minutes, SE
Horse gallop, 4 hours 39 minutes, NW
Walk, 2 hours 1 minute, NW
Run, 8 hours 30 minutes, E
Run, 6 hours 1 minute, E
Walk, 11 minutes, NE
Horse gallop, 47 minutes, W
Elephant ride, 50 minutes, SE
Horse trot, 4 hours 38 minutes, SE
Horse gallop, 12 minutes, S
Walk, 8 minutes, E
Horse gallop, 41 minutes, W
Run, 5 hours 30 minutes, NW
Run, 49 minutes, W
Walk, 7 minutes, N
Horse gallop, 1 hour 44 minutes, W
Elephant ride, 56 minutes, NW
Horse gallop, 2 minutes, N
Elephant ride, 1 hour 35 minutes, NW
Horse trot, 2 hours 56 minutes, SW
Horse gallop, 2 hours 52 minutes, NE
Elephant ride, 6 hours 2 minutes, N
Elephant ride, 41 minutes, SW
Run, 2 hours 21 minutes, SE
Walk, 27 minutes, E
Walk, 1 hour 41 minutes, NW
Horse trot, 1 hour 34 minutes, SE
Walk, 35 minutes, NE
Elephant ride, 34 minutes, NW
Horse gallop, 6 hours 51 minutes, SW
Walk, 8 hours 40 minutes, N
Elephant ride, 2 hours 9 minutes, SW
Elephant ride, 7 hours, NE
Run, 27 minutes, SE
Elephant ride, 10 hours 14 minutes, NE
Walk, 54 minutes, SE
Walk, 5 hours 32 minutes, N
Horse trot, 4 hours 40 minutes, S
Walk, 44 minutes, NW
Horse trot, 40 minutes, S
Horse trot, 30 minutes, SE
Elephant ride, 10 hours 16 minutes, N
Horse gallop, 7 hours 41 minutes, S
Run, 4 hours 10 minutes, NW
Horse gallop, 10 hours 25 minutes, W
Walk, 18 minutes, NW
Horse trot, 31 minutes, NW
Horse gallop, 20 minutes, N
Elephant ride, 5 hours 51 minutes, N
Run, 9 hours 30 minutes, W
Run, 5 hours 4 minutes, SW
Horse trot, 7 hours 39 minutes, SW
Elephant ride, 8 hours 34 minutes, NW
Run, 10 hours 12 minutes, SW
Run, 35 minutes, S
Horse trot, 1 hour 40 minutes, NE
Walk, 2 hours 47 minutes, SW
Horse gallop, 47 minutes, N
Horse gallop, 4 minutes, S
Horse trot, 8 hours 9 minutes, SE
Horse gallop, 8 hours 1 minute, NW
Walk, 5 hours 12 minutes, SE
Walk, 9 hours 25 minutes, E
Horse trot, 32 minutes, NE
Elephant ride, 40 minutes, N
Run, 9 hours 2 minutes, W
Walk, 20 minutes, S
Elephant ride, 28 minutes, NW
Horse gallop, 1 hour 9 minutes, E
Horse trot, 45 minutes, N
Horse gallop, 1 minute, N
Horse gallop, 20 minutes, SW
Horse gallop, 4 hours, SE
Walk, 36 minutes, W
Elephant ride, 4 hours 38 minutes, SW
Elephant ride, 35 minutes, S
Horse trot, 10 hours 31 minutes, NE
Walk, 6 hours 14 minutes, NE
Elephant ride, 3 hours 53 minutes, S
Run, 5 hours 40 minutes, NE
Elephant ride, 30 minutes, NW
Walk, 5 hours 19 minutes, E
Horse gallop, 5 hours 3 minutes, E
Elephant ride, 10 hours 11 minutes, S
Horse gallop, 54 minutes, SW
Elephant ride, 49 minutes, SW
Walk, 40 minutes, S
Horse trot, 6 hours 40 minutes, E
Run, 39 minutes, NW
Horse gallop, 50 minutes, SE
Walk, 34 minutes, NE
Horse gallop, 9 hours 43 minutes, SE
Run, 7 hours 8 minutes, E
Walk, 3 hours 11 minutes, NW
Horse trot, 7 minutes, SW
Horse gallop, 10 hours 59 minutes, N
Elephant ride, 3 hours 40 minutes, NW
Horse trot, 15 minutes, SW
Run, 31 minutes, NE
Horse trot, 1 hour 27 minutes, S
Horse trot, 20 minutes, S
Horse gallop, 48 minutes, NW
Walk, 16 minutes, NE
Walk, 28 minutes, NW
Walk, 44 minutes, NW
Horse gallop, 10 hours 33 minutes, S
Elephant ride, 2 hours 37 minutes, W
Elephant ride, 2 hours 43 minutes, S
Horse gallop, 3 hours 30 minutes, SW
Walk, 58 minutes, SE
Walk, 8 hours 44 minutes, W
Horse trot, 8 minutes, S
Horse gallop, 3 hours 38 minutes, W
Run, 56 minutes, SW
Elephant ride, 30 minutes, E
Walk, 22 minutes, SW
Horse gallop, 2 minutes, SW
Walk, 50 minutes, SE
Walk, 9 minutes, NE
Walk, 43 minutes, SW
Elephant ride, 58 minutes, S
Walk, 58 minutes, W
Horse gallop, 1 minute, E
Elephant ride, 9 hours 52 minutes, NE
Horse trot, 1 hour 8 minutes, W
Horse gallop, 26 minutes, N
Horse gallop, 4 hours 9 minutes, W
Elephant ride, 6 hours 47 minutes, SW
Horse gallop, 42 minutes, N
Walk, 6 hours 42 minutes, SW
Walk, 8 hours 23 minutes, S
Elephant ride, 40 minutes, SE
Walk, 1 hour 30 minutes, E
Horse gallop, 4 hours 31 minutes, SE
Elephant ride, 11 minutes, NW
Run, 42 minutes, NE
Elephant ride, 6 minutes, E
Walk, 9 minutes, NE
Horse gallop, 27 minutes, N
Horse gallop, 3 hours 52 minutes, SW
Elephant ride, 19 minutes, SW
Elephant ride, 2 hours 40 minutes, S
Elephant ride, 9 hours 54 minutes, E
Walk, 4 hours 48 minutes, SW
Elephant ride, 11 minutes, W
Horse trot, 5 hours 56 minutes, N
Walk, 3 hours 14 minutes, E
Run, 41 minutes, E
Elephant ride, 29 minutes, NW
Run, 5 hours 57 minutes, SE
Horse gallop, 46 minutes, N
Run, 7 hours 40 minutes, NW
Horse gallop, 31 minutes, SW
Horse gallop, 2 minutes, S
Horse trot, 8 hours 16 minutes, N
Run, 18 minutes, SW
Run, 54 minutes, S
Elephant ride, 54 minutes, SW
Horse trot, 7 minutes, W
Walk, 39 minutes, SE
Elephant ride, 1 minute, S
Run, 55 minutes, E
Run, 5 hours 34 minutes, S
Run, 11 minutes, W
Horse trot, 1 hour, NE
Elephant ride, 38 minutes, S
Horse trot, 47 minutes, N
Elephant ride, 6 minutes, W
Horse trot, 9 hours 11 minutes, NE
Horse trot, 35 minutes, SW
Walk, 2 hours 26 minutes, NE
Run, 15 minutes, SW
Horse gallop, 25 minutes, S
Elephant ride, 4 hours 45 minutes, NW
Walk, 58 minutes, SW
Horse trot, 10 hours 23 minutes, N
Elephant ride, 57 minutes, SE
Elephant ride, 3 minutes, SW
Elephant ride, 9 hours 49 minutes, SE
Horse gallop, 8 hours 49 minutes, N
Horse gallop, 29 minutes, SW
Elephant ride, 46 minutes, SW
Elephant ride, 35 minutes, E
Walk, 5 hours 17 minutes, E
Elephant ride, 8 hours 8 minutes, E
Elephant ride, 1 hour, E
Run, 18 minutes, NW
Horse gallop, 57 minutes, NE
Run, 7 hours 36 minutes, NW
Horse trot, 7 hours 18 minutes, S
Run, 5 hours 36 minutes, SW
Horse trot, 1 hour 51 minutes, NW
Elephant ride, 9 hours 15 minutes, NW
Walk, 8 hours 42 minutes, NW
Horse trot, 6 hours 47 minutes, NE
Walk, 4 hours 40 minutes, S
Elephant ride, 7 hours 9 minutes, E
Walk, 10 hours 49 minutes, NE
Horse gallop, 5 hours 2 minutes, E
Run, 19 minutes, SW
Elephant ride, 6 hours 8 minutes, NW
Walk, 6 hours 28 minutes, SW
Elephant ride, 3 minutes, N
Horse gallop, 7 hours 9 minutes, E
Horse trot, 38 minutes, SE
Walk, 1 hour 16 minutes, NE
Horse trot, 42 minutes, S
Run, 14 minutes, N
Run, 3 hours 8 minutes, W
Horse trot, 3 hours 13 minutes, NW
Elephant ride, 14 minutes, S
Run, 4 hours 47 minutes, NW
Horse trot, 3 hours 42 minutes, SW
Horse gallop, 29 minutes, N
Run, 4 hours 43 minutes, NE
Run, 9 hours 22 minutes, SW
Horse gallop, 4 hours 35 minutes, E
Walk, 2 hours 43 minutes, E
Elephant ride, 3 hours 37 minutes, N
Walk, 2 hours 22 minutes, SE
Horse trot, 48 minutes, NE
Run, 5 hours 36 minutes, NE
Horse trot, 8 hours 50 minutes, NW
Run, 5 hours 7 minutes, NW
Horse trot, 3 hours 17 minutes, SW
Horse trot, 40 minutes, W
Horse gallop, 3 minutes, N
Horse gallop, 9 hours 48 minutes, E
Walk, 4 minutes, S
Horse gallop, 51 minutes, SW
Horse gallop, 14 minutes, N
Run, 9 hours 18 minutes, SW
Elephant ride, 2 hours 22 minutes, SW
Run, 3 hours 45 minutes, NE
Elephant ride, 6 hours 11 minutes, NE
Elephant ride, 5 hours 17 minutes, NW
Elephant ride, 46 minutes, NW
Walk, 23 minutes, NE
Walk, 10 hours 34 minutes, SW
Elephant ride, 43 minutes, E
Horse trot, 28 minutes, NE
Horse gallop, 34 minutes, E
Elephant ride, 34 minutes, NW
Walk, 2 hours 29 minutes, SE
Horse trot, 3 hours 12 minutes, W
Run, 21 minutes, NW
Horse gallop, 23 minutes, NE
Horse gallop, 9 hours 13 minutes, W
Elephant ride, 56 minutes, NW
Horse gallop, 5 hours 43 minutes, SW
Walk, 37 minutes, E
Elephant ride, 7 hours 2 minutes, S
Elephant ride, 10 hours 35 minutes, S
Horse gallop, 38 minutes, NW
Horse trot, 37 minutes, S
Horse gallop, 3 hours 1 minute, E
Horse gallop, 49 minutes, SE
Horse gallop, 3 hours 23 minutes, NW
Run, 40 minutes, N
Horse gallop, 9 hours 37 minutes, NW
Elephant ride, 42 minutes, S
Horse gallop, 2 hours 17 minutes, W
Walk, 1 hour 8 minutes, SE
Walk, 51 minutes, S
Horse gallop, 32 minutes, E
Elephant ride, 42 minutes, SW
Run, 3 minutes, SE
Elephant ride, 9 hours 27 minutes, N
Walk, 37 minutes, S
Elephant ride, 6 hours 32 minutes, NE
Elephant ride, 30 minutes, N
Horse trot, 20 minutes, S
Elephant ride, 6 hours 49 minutes, NW
Elephant ride, 49 minutes, SW
Run, 21 minutes, NW
Horse gallop, 51 minutes, E
Horse trot, 21 minutes, W
Run, 5 hours 30 minutes, N
Horse gallop, 57 minutes, E
Run, 6 hours 44 minutes, N
Horse trot, 58 minutes, SE
Horse gallop, 5 hours 7 minutes, SE
Horse trot, 1 hour 45 minutes, N
Horse trot, 5 hours 11 minutes, NW
Run, 7 hours 16 minutes, N
Run, 6 hours 47 minutes, SW
Horse trot, 1 hour 3 minutes, SE
Elephant ride, 6 hours 25 minutes, NE
Horse gallop, 19 minutes, S
Run, 42 minutes, S
Elephant ride, 25 minutes, SE
Horse gallop, 5 hours 48 minutes, NW
Horse trot, 6 hours 38 minutes, W
Run, 6 minutes, S
Run, 44 minutes, SE
Run, 54 minutes, NE
Walk, 6 hours 11 minutes, E
Horse gallop, 36 minutes, E
Horse trot, 30 minutes, E
Horse gallop, 1 hour 28 minutes, W
Walk, 9 hours 34 minutes, W
Horse gallop, 8 hours 2 minutes, NE
Run, 8 hours 47 minutes, NW
Run, 10 hours, NW
Horse trot, 15 minutes, SE
Run, 7 hours 42 minutes, W
Walk, 58 minutes, NE
Horse trot, 10 hours 27 minutes, S
Horse gallop, 2 hours 14 minutes, S
Elephant ride, 3 hours 1 minute, SE
Run, 1 minute, NE
Horse trot, 8 hours 16 minutes, E
Elephant ride, 9 hours 38 minutes, E
Run, 1 hour 40 minutes, N
Elephant ride, 40 minutes, SW
Horse trot, 31 minutes, NW
Horse trot, 9 hours 17 minutes, NW
Elephant ride, 24 minutes, E
Walk, 19 minutes, NE
Horse trot, 13 minutes, NE
Elephant ride, 3 hours 13 minutes, NW
Horse trot, 2 hours 7 minutes, S
Horse gallop, 6 hours 57 minutes, E
Elephant ride, 5 hours 45 minutes, S
Run, 8 hours 3 minutes, S
Horse gallop, 7 hours 41 minutes, NE
Horse trot, 4 hours 51 minutes, W
Walk, 10 hours 30 minutes, SW
Elephant ride, 16 minutes, SE
Walk, 3 hours 12 minutes, NE
Run, 5 hours 9 minutes, NE
Run, 51 minutes, SW
Horse gallop, 40 minutes, W
Run, 38 minutes, SE
Elephant ride, 51 minutes, SW
Run, 3 hours 38 minutes, NE
Horse gallop, 7 hours 41 minutes, NW
Horse gallop, 29 minutes, N
Horse trot, 16 minutes, SE
Run, 1 hour 31 minutes, W
Walk, 12 minutes, E
Run, 35 minutes, NE
Horse gallop, 7 hours 21 minutes, S
Horse trot, 20 minutes, SE
Horse trot, 50 minutes, N
Walk, 19 minutes, S
Run, 2 hours 25 minutes, W
Walk, 2 hours 19 minutes, N
Run, 1 minute, N
Walk, 8 hours 38 minutes, SE
Horse gallop, 3 hours 52 minutes, NW
Horse gallop, 10 hours 1 minute, NW
Walk, 3 hours 58 minutes, E
Horse gallop, 9 hours 20 minutes, S
Horse gallop, 1 hour 14 minutes, NE
Elephant ride, 7 hours 41 minutes, SE
Elephant ride, 47 minutes, E
Walk, 16 minutes, SE
Walk, 12 minutes, W
Walk, 4 hours 50 minutes, W
Horse trot, 5 minutes, N
Run, 10 hours 48 minutes, NE
Horse trot, 6 hours 8 minutes, E
Horse gallop, 23 minutes, W
Walk, 17 minutes, S
Horse trot, 52 minutes, NE
Run, 8 hours 55 minutes, N
Walk, 52 minutes, E
Horse trot, 8 hours 10 minutes, NW
Horse gallop, 48 minutes, SW
Run, 9 minutes, W
Walk, 4 hours 38 minutes, E
Walk, 10 hours 44 minutes, NE
Horse trot, 9 hours 6 minutes, SW
Elephant ride, 17 minutes, NE
Elephant ride, 51 minutes, SE
Horse trot, 6 hours 48 minutes, NE
Horse trot, 6 hours 27 minutes, E
Elephant ride, 7 hours 36 minutes, E
Horse trot, 2 hours 50 minutes, NE
Walk, 1 hour 16 minutes, S
Horse gallop, 10 hours 56 minutes, NW
Horse gallop, 3 minutes, SE
Elephant ride, 4 hours 28 minutes, W
Horse trot, 15 minutes, SE
Run, 6 hours 24 minutes, NW
Run, 6 hours 18 minutes, S
Horse gallop, 7 hours 12 minutes, E
Elephant ride, 6 hours 51 minutes, NW
Walk, 2 hours 35 minutes, NE
Horse trot, 9 hours 39 minutes, E
Horse gallop, 2 hours 33 minutes, SE
Elephant ride, 56 minutes, S
Run, 2 hours 38 minutes, NW
Horse trot, 8 hours 7 minutes, NW
Walk, 5 hours 55 minutes, SE
Run, 15 minutes, NW
Horse trot, 1 hour 52 minutes, N
Run, 38 minutes, NW
Elephant ride, 52 minutes, E
Horse trot, 6 hours 20 minutes, N
Run, 26 minutes, W
Horse trot, 6 hours 13 minutes, NE
Walk, 3 hours 57 minutes, E
Run, 29 minutes, S
Run, 5 hours 19 minutes, N
Run, 9 hours 40 minutes, SW
Run, 8 hours 5 minutes, E
Horse trot, 4 hours 48 minutes, SE
Elephant ride, 3 hours 29 minutes, NW
Walk, 2 minutes, W
Horse trot, 8 hours 57 minutes, N
Horse gallop, 5 hours 58 minutes, N
Walk, 2 hours 49 minutes, E
Horse trot, 53 minutes, NE
Walk, 6 hours 27 minutes, NW
Horse gallop, 2 hours 54 minutes, N
Walk, 7 minutes, NW
Elephant ride, 41 minutes, E
Run, 6 hours 4 minutes, N
Horse trot, 13 minutes, SE
Walk, 14 minutes, N
Horse gallop, 39 minutes, SW
Horse gallop, 9 hours 52 minutes, NW
Walk, 10 hours 3 minutes, SE
Horse trot, 3 hours 25 minutes, W
Elephant ride, 5 minutes, S
Horse trot, 10 hours 8 minutes, E
